product_id,created_at,title,price,old_price,description,avg_vote_rate,num_votes,labels,related_products,sizes.in_stock,sizes.out_of_stock,features.product_type,features.producer,features.collections,features.age,features.ground_type,features.type_of_class,features.upper,features.type_of_binding,features.boots_with_sock,features.collection,features.color,features.plays_in_these_boots,features.manufacturers_data,features.team,category_name,category_id,features.ball_size,features.connecting_type,features.weigh,features.league
432,2025-04-10T21:36:41.167902+02:00,Cleats Adidas X Crazyfast+ Sg - Blue,160.99,300.0,"Already after the match? Eee, no. You're just waiting for the right moment to turn its course. Again. And once more, and again. Do you like to keep your opponents in suspense? Show your wild nature in adidas X Crazyfast shoes. Football shoes that feel lighter than air have a semi-transparent Aeropacity Speedskin+ upper with reinforcements only where needed. Light laces make it easy to put on, and the flexible Aeroplate insole in the Speedframe outsole adds you maximum speed on soft surfaces.The carbon footprint of this product has been reduced by at least 10% compared to its previous version. Lower emissions of greenhouse gases, including CO2, throughout the product's life cycle - from its creation to the end of its use.",,,"['Sale', 'Last Chance']",[],['39 1/3'],"['40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46']",Football Boots,Adidas,Adidas X,Men,Soft Ground (Sg/Sg-Pro),Professional,Synthetic,Shoelace,No,Adidas Marinerush,Blue,,"Adidas, Hoogoorddreef 9A, Amsterdam 1101 Ba, Nl",,boots,1,,,,
433,2025-04-10T21:36:41.167902+02:00,Cleats Adidas X Crazyfast.1 Ll Sg - Blue,135.99,270.0,"Already after the match? Eee, no. You're just waiting for the right moment to turn its course. Again. And once more, and again. Do you like to keep your opponents in suspense? Show your wild nature in adidas X Crazyfast shoes. These laceless football shoes have a semi-transparent Aeropacity Speedskin upper and reinforcements only where needed. The adidas PRIMEKNIT collar locks your foot in place, and the elastic Aeroplate insole in the Speedframe outsole adds you maximum speed on soft surfaces.The upper made of a series of recycled materials contains at least 50% recycled materials. This product is just one of the solutions that help put an end to plastic waste.",5.0,6.0,['Sale'],[179598],"['39 1/3', '40', '40 2/3']","['41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3']",Football Boots,Adidas,Adidas X,Men,Soft Ground (Sg/Sg-Pro),Professional,Synthetic,Lack,No,Adidas Marinerush,Blue,,"Adidas, Hoogoorddreef 9A, Amsterdam 1101 Ba, Nl",,boots,1,,,,
434,2025-04-10T21:36:41.167902+02:00,Cleats Adidas X Crazyfast.1 Sg - Blue,130.99,260.0,"Already after the match? Eee, no. You're just waiting for the right moment to turn its course. Again. And once more, and again. Do you like to keep your opponents in suspense? Show your wild nature in the adidas X Crazyfast shoes. These football shoes have a semi-transparent Aeropacity Speedskin upper and reinforcements only where they are needed. The adidas PRIMEKNIT collar locks the foot, and the elastic Aeroplate insole in the Speedframe outsole adds you maximum speed on soft surfaces.The upper made of a series of recycled materials contains at least 50% recycled materials. This product is just one of the solutions that help put an end to plastic waste.",4.9,18.0,['Sale'],[160636],"['39 1/3', '40', '40 2/3']","['41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48']",Football Boots,Adidas,Adidas X,Men,Soft Ground (Sg/Sg-Pro),Professional,Synthetic,Shoelace,No,Adidas Marinerush,Blue,,"Adidas, Hoogoorddreef 9A, Amsterdam 1101 Ba, Nl",,boots,1,,,,
435,2025-04-10T21:36:41.167902+02:00,Cleats Adidas Copa Pure Ii.1 Fg - Blue,115.99,230.0,"Classic, leather shoes for football purists made partially from recycled materials.The Copa shoes, presented in the pictures by Marc Guala, were created with the game in mind. They are made from flexible materials that provide cushioning on contact with the ball and full control in any situation.",4.8,13.0,"['Sale', 'Last Chance']","[190197, 190196, 190191, 190190, 190189, 185738, 185735]",['40'],"['39 1/3', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3']",Football Boots,Adidas,Adidas Copa,Men,Firm Ground (Fg),Professional,Leather,Shoelace,No,Adidas Marinerush,Blue,Paulo Dybala,"Adidas, Hoogoorddreef 9A, Amsterdam 1101 Ba, Nl",,boots,1,,,,
436,2025-04-10T21:36:41.167902+02:00,Cleats Adidas Copa Pure Ii.1 Sg - Blue,115.99,230.0,"When these shoes touch the ball, history is made. Classic and comfortable. When you put on adidas Copa Pure, anything is possible. Shoes in a cult style guarantee a secure contact thanks to the quilted front part of the foot with a subtle microtexture. The Torsionframe outsole will help you show class on natural turf. Refined details on the entire surface, including a contrasting heel counter, emphasize your football style.The upper made of a series of recycled materials contains at least 50% recycled materials. This product is just one of the solutions that help put an end to plastic waste.",4.0,3.0,['Sale'],[],"['39 1/3', '40', '40 2/3', '41 1/3', '42']","['42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3']",Football Boots,Adidas,Adidas Copa,Men,Soft Ground (Sg/Sg-Pro),Professional,Leather,Shoelace,No,Adidas Marinerush,Blue,Paulo Dybala,"Adidas, Hoogoorddreef 9A, Amsterdam 1101 Ba, Nl",,boots,1,,,,
437,2025-04-10T21:36:41.167902+02:00,Cleats Puma Future Ultimate Mxsg,127.99,254.99,"We call on all players. Inspired by Neymar Jr's playing style, the new FUTURE ULTIMATE is now available so you can take them to the next level. It has a FUZIONFIT360 upper with PWRTAPE support that locks you in during quick cuts and changes of pace. The Dynamic Motion System provides greater heel support, more flexibility in the forefoot and better grip in every direction. The upper is textured with different levels of grip for dribbling, passing and finishing, so every game counts.",4.6,9.0,['Sale'],"[182933, 181101, 180112]","['40', '40.5']","['39', '41', '42', '42.5', '43', '44', '44.5', '45', '46', '46.5', '47']",Football Boots,Puma,Puma Future,Men,Soft Ground (Sg/Sg-Pro),Professional,Synthetic,Shoelace,Yes,Puma Voltage,"Yellow, Gray",,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
438,2025-04-10T21:36:41.167902+02:00,Cleats Puma Ultra Ultimate Mxsg - Yellow,127.99,254.99,"Just when they think you can't get faster - you do. Thanks to the completely redesigned, lightweight ULTRAWEAVE upper, the new ULTRA ULTIMATE takes its signature speed and acceleration to the next level. The application of PWRTAPE draws from the anatomy of the human foot to provide natural support for quick changes in pace and direction.",5.0,2.0,['Sale'],"[182942, 180125, 165572, 164324]","['39', '40.5']","['40', '41', '42', '42.5', '43', '44', '44.5', '45', '46', '46.5']",Football Boots,Puma,Puma Ultra,Men,Soft Ground (Sg/Sg-Pro),Professional,Synthetic,Shoelace,No,Puma Voltage,Yellow,,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
445,2025-04-10T21:36:41.167902+02:00,Cleats Puma King Ultimate Mxsg - Navy Blue,121.99,242.99,"Control has never been so comfortable. The icon that spans generations, KING returns with bold design upgrades and innovative materials that perform better - both for the player and for the planet. The K-BETTER upper material is made from recycled nylon derived from pre-production waste to reduce environmental impact while improving comfort and stretch resistance. The new outsole features conical studs so you have the same control over your movement as you do over the ball.The upper of this shoe is made with at least 20% recycled materials as a step towards a better future.",5.0,1.0,['Sale'],"[187960, 187959, 179911]","['39', '40', '40.5', '41']","['42', '42.5', '43', '44', '44.5', '45', '46']",Football Boots,Puma,Puma King,Men,Soft Ground (Sg/Sg-Pro),Professional,Synthetic,Shoelace,No,Puma Gear Up,Navy Blue,,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
446,2025-04-10T21:36:41.167902+02:00,Cleats Puma King Ultimate Fg/Ag - Navy Blue,116.99,231.99,"The new KING generation has taken everything known about ball control and made it even better. These shoes, redesigned to provide another level of performance, have a comfortable and stretchy upper for better fit and a lightweight outsole with conical studs for improved traction. They are responsive and agile, so you can take your game to the next level.Recycled content: The upper of this shoe is made with at least 20% recycled materials as a step towards a better future.",5.0,11.0,[],"[188037, 188036, 187965, 187954, 187953, 187952]","['39', '40', '40.5', '45']","['41', '42', '42.5', '43', '44', '44.5', '46', '46.5']",Football Boots,Puma,Puma King,Men,"Firm Ground (Fg), Artificial Grass (Ag/Tf)",Professional,Synthetic,Shoelace,No,Puma Gear Up,Navy Blue,,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
447,2025-04-10T21:36:41.167902+02:00,Cleats New Balance Furon V7+ Pro X Saka Fg - Lime,129.99,255.99,"Limited edition New Balance shoes, worn by English star Bukayo Saka, stand out with a Hypoknit lightweight material upper that provides optimal flexibility and support thanks to strategically placed areas with built-in technology. The innovative, off-set lacing system offers a clean surface for striking the ball and a secure, strong fit at maximum speed. The U-shaped mesh construction on the collar allows for quick entry of the shoes. Additionally, the classic stud system focused on acceleration ensures stability while running.",1.0,1.0,"['Sale', 'Last Chance']","[195582, 191097, 189217]","['40', '42.5']","['40.5', '41.5', '42', '43', '44', '44.5', '45', '45.5', '46.5']",Football Boots,New Balance,New Balance Furon,Men,Firm Ground (Fg),Professional,Synthetic,,No,New Balance Furon Canvas Series Bukayo Saka,Lime,,"New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, Ma 02135-2088, Us",,boots,1,,,,
448,2025-04-10T21:36:41.167902+02:00,Cleats Mizuno Morelia Neo Iv Beta Japan Mix - Black,197.99,391.99,"Mizuno is a brand with a long tradition, unique design and characteristic logo, which is already recognizable all over the world. This time we present to you the match model Morelia Neo IV Beta Japan.These shoes are made of very light and durable natural leather, which guarantees perfect fit to the foot and excellent comfort, and long round studs provide very good grip in any weather conditions.Mizuno Morelia Neo IV Beta Japan MIX are professional football shoes designed for playing on wet/soft natural grass.",,,"['Sale', 'Last Chance']","[203327, 200309, 196760, 195734, 192793, 191026]",['40'],"['40.5', '41', '42', '42.5', '43', '44', '44.5', '45', '46']",Football Boots,Mizuno,Mizuno Morelia Neo,Men,Soft Ground (Sg/Sg-Pro),Professional,Leather,Shoelace,,,Black,,"Mizuno Co., Rivium Quadrant 205 2909Lc, Capelle Aan Den Ijssel, Nl, Service-Eu@Shop.Mizuno.Eu",,boots,1,,,,
449,2025-04-10T21:36:41.167902+02:00,Cleats Mizuno Morelia Neo Iv Beta Elite Mix - Red,121.99,240.99,"Mizuno is a brand with a long tradition, unique design and characteristic logo, which is already recognizable all over the world. This time we present you the match model Morelia Neo IV Beta.These shoes are made of very light and durable natural leather, which guarantees perfect fit to the foot and excellent comfort, and long round studs provide very good grip in any weather conditions.Mizuno Morelia Neo IV Beta MIX are professional football shoes designed for playing on wet/soft natural grass.",4.9,12.0,['Sale'],"[200565, 200070, 195927, 195733, 191948, 187675, 183783]","['39', '40', '40.5']","['41', '42', '42.5', '43', '44', '44.5', '45', '46', '47']",Football Boots,Mizuno,Mizuno Morelia Neo,Men,Soft Ground (Sg/Sg-Pro),Professional,Leather,Shoelace,,,Red,,"Mizuno Co., Rivium Quadrant 205 2909Lc, Capelle Aan Den Ijssel, Nl, Service-Eu@Shop.Mizuno.Eu",,boots,1,,,,
450,2025-04-10T21:36:41.167902+02:00,Cleats Mizuno Morelia Neo Iv Beta Elite Mix - Black,121.99,240.99,"Mizuno is a brand with a long tradition, unique design and characteristic logo, which is already recognizable all over the world. This time we present you the match model Morelia Neo IV Beta.These shoes are made of very light and durable natural leather, which guarantees perfect fit to the foot and excellent comfort, and long round studs provide very good grip in any weather conditions.Mizuno Morelia Neo IV Beta MIX are professional football shoes designed for playing on wet/soft natural grass.",5.0,4.0,"['Sale', 'Last Chance']","[200565, 200070, 195927, 195733, 191948, 187675, 183781]",['39'],"['40', '40.5', '41', '42', '42.5', '43', '44', '44.5', '45', '46']",Football Boots,Mizuno,Mizuno Morelia Neo,Men,Soft Ground (Sg/Sg-Pro),Professional,Leather,Shoelace,,,Black,,"Mizuno Co., Rivium Quadrant 205 2909Lc, Capelle Aan Den Ijssel, Nl, Service-Eu@Shop.Mizuno.Eu",,boots,1,,,,
451,2025-04-10T21:36:41.167902+02:00,Mizuno Morelia Sala Elite In - White,77.99,152.99,"Mizuno is a brand with a long tradition, unique design and characteristic logo, which is already recognizable all over the world. This time we present you the Morelia Sala model. These shoes are made of very light and durable natural leather, which guarantees perfect fit to the foot and excellent comfort, and long round studs provide very good grip. Mizuno Morelia Sala IN are professional football shoes designed for indoor play.",4.8,5.0,"['Sale', 'Last Chance']","[202918, 196842, 187677]","['39', '44', '45']","['40', '40.5', '41', '42', '42.5', '43', '44.5', '46', '47']",Football Boots,Mizuno,Mizuno Morelia Neo,Men,Indoor (Ic/In),Professional,Synthetic,Shoelace,No,,White,,"Mizuno Co., Rivium Quadrant 205 2909Lc, Capelle Aan Den Ijssel, Nl, Service-Eu@Shop.Mizuno.Eu",,boots,1,,,,
452,2025-04-10T21:36:41.167902+02:00,Cleats Nike Zoom Mercurial Superfly 9 Elite Sg-Pro Anti Clog Traction - White,170.99,289.99,"Change the game with the bold design of the Superfly 9 Elite SG-Pro boots. We've incorporated Zoom Air cushioning, specifically designed for football, and a textured upper for an unparalleled touch, so you can give it your all in those last, decisive minutes of the match. Feel explosive speed on the pitch and play the ball with lightning speed. Fast is in the Air. The Anti-Clog Traction technology in the sole plate protects against mud build-up.Welcome to the pitch, ZoomFor the first time ever, Nike has developed an entirely new Zoom Air cushioning specifically designed for football, which stretches across 3/4 of the length of the boot. Placed in the plate, it gives an even better feeling of responsiveness and allows you to move faster on the pitch and find free space in the most important moments of the match to score or escape defenders.Boost your speedThe reinforcement responsible for speed, placed inside the entire structure, is made of a thin but strong material that keeps the foot on the outer sole and provides optimal fit without unnecessary loading.Anchor and goMetal studs on the outer sole provide unparalleled grip and allow you to quickly detach the boots from the ground.Even better fitThe soft and stretchy Flyknit wraps the ankle and provides a precise fit. The improved shape is characterized by a better fit around the foot. We achieved this result thanks to the involvement of hundreds of athletes testing our product. This allowed us to get a better profiled toe and a more fitted heel.Feel the ballThe upper is made of Vaporposite material, which combines a textured mesh with top-quality material, providing optimal control of the ball at high speeds. The material makes the entire upper surface pleasant to the touch. It wraps the foot precisely and softly, while stabilizing it, which translates into a more natural feel of the ball during dribbling, passing or shooting at the goal.",,,"['Sale', 'Last Chance']",[184811],['40.5'],"['39', '40', '41', '42', '42.5', '43', '44', '44.5', '45', '45.5', '46']",Football Boots,Nike,Nike Mercurial Superfly,Men,Soft Ground (Sg/Sg-Pro),Professional,Synthetic,Shoelace,Yes,Nike Ready Pack,White,"Cristiano Ronaldo, Kylian Mbappé","Global Distributor Of Nike, Inc. 5701 West Slaughter Lane, Bldg A130 Austin Tx 78749, Us Tel.1-888-588-8834, Info@Athleteps.Com",,boots,1,,,,
